fscl_yr_nb,fscl_mo_nb,fscl_mo_nm,VendorNbr,SkuNbr,Received Qty
2015,8,MAY,200362,6160607,72
2015,8,MAY,200362,6161054,192
2015,8,MAY,200515,70NR0106,25
2015,8,MAY,200679,4116019,240
2015,8,MAY,201160,7168178,1100
2015,8,MAY,201160,7168180,300
2015,8,MAY,292238,5150036,2160
2015,8,MAY,16204,5176006,6840
2015,8,MAY,74425,6150030,150
2015,8,MAY,192801,6110033,6
2015,8,MAY,192801,6110129,18
2015,8,MAY,192801,6110145,140
2015,8,MAY,197900,7161155,100
2015,8,MAY,277875,70119754,180
2015,8,MAY,277875,70124114,1032
2015,8,MAY,277875,79NR7996,60
2015,8,MAY,364514,79BL0010,56
2015,8,MAY,364514,79NR7186,100
2015,8,MAY,364514,79NR9636,50
2015,8,MAY,402059,6160050,384
2015,8,MAY,402059,6160455,84
2015,8,MAY,418043,70110394,60
2015,8,MAY,418043,70120344,180
2015,8,MAY,432597,3130079,1440
2015,8,MAY,447495,10130034,1480
2015,8,MAY,17911,70118904,360
2015,8,MAY,76005,9150833,720
2015,8,MAY,187101,4130008,240
2015,8,MAY,200362,6160597,378
2015,8,MAY,200373,6161612,252
2015,2,NOVEMBER,751650,4125003,80
2015,2,NOVEMBER,2810,6140214,200
2015,2,NOVEMBER,71990,4110002,162
2015,2,NOVEMBER,71990,4110007,45
2015,2,NOVEMBER,195736,5110010,752
2015,2,NOVEMBER,364514,79NR7827,200
2015,2,NOVEMBER,370467,6165005,100
2015,2,NOVEMBER,418043,70110064,72
2015,2,NOVEMBER,418043,74740274,120
2015,2,NOVEMBER,431615,9120096,336
2015,2,NOVEMBER,447495,10130007,460
2015,2,NOVEMBER,17911,70118324,480
2015,2,NOVEMBER,23819,7160022,119
2015,2,NOVEMBER,48249,9120004,72
2015,2,NOVEMBER,49070,6161631,1440
2015,2,NOVEMBER,74018,1170213,1728
2015,2,NOVEMBER,200002,5116007,85
2015,2,NOVEMBER,200002,5178005,15
2015,2,NOVEMBER,200002,6140005,195
2015,2,NOVEMBER,200002,6160193,160
2015,2,NOVEMBER,200515,79BL7720,240
2015,2,NOVEMBER,200633,7160212,1536
2015,2,NOVEMBER,200633,7160239,704
2015,2,NOVEMBER,200654,6181543,297
2015,2,NOVEMBER,200730,6183619,25
2015,2,NOVEMBER,201160,7160011,500
2015,2,NOVEMBER,201160,7160012,300
2015,2,NOVEMBER,455075,6160290,220
2015,2,NOVEMBER,455075,6166013,286
2015,2,NOVEMBER,500527,1120055,9936
2015,2,NOVEMBER,505049,5120005,5504
2015,2,NOVEMBER,751650,4110011,140
2015,3,DECEMBER,16204,5130058,138
2015,3,DECEMBER,277875,70119712,180
2015,3,DECEMBER,277875,70119754,180
2015,8,MAY,200512,5150044,624
2015,8,MAY,200515,79CN0096,4
2015,8,MAY,200515,79CN0195,130
2015,8,MAY,200520,4130059,40
2015,8,MAY,200587,6160461,51
2015,8,MAY,200644,6160299,180
2015,8,MAY,200728,6164432,224
2015,8,MAY,201129,7161207,1440
2015,8,MAY,502589,6146030,528
2015,8,MAY,751650,4110007,15
2015,8,MAY,751650,4125040,420
2015,9,JUNE,2810,6140202,10
2015,9,JUNE,2810,6183614,5
2015,9,JUNE,210764,5130007,90
2015,9,JUNE,364514,79BL7030,32
2015,9,JUNE,364514,79CN0085,50
2015,9,JUNE,364514,79CN2135,50
2015,9,JUNE,364514,79CN7065,50
2015,9,JUNE,418043,70111296,240
2015,9,JUNE,418043,70115394,120
2015,9,JUNE,421254,4126019,250
2015,9,JUNE,421254,4126021,65
2015,9,JUNE,454231,5170006,225
2015,9,JUNE,48249,9120008,90
2015,9,JUNE,200362,6160336,432
2015,9,JUNE,200627,1120060,6122
2015,9,JUNE,200633,7160228,160
2015,9,JUNE,200679,4116019,540
2015,9,JUNE,201089,6160076,378
2015,9,JUNE,633203,9110402,112
2015,9,JUNE,751650,4120056,49
2015,9,JUNE,71990,4110007,45
2015,9,JUNE,182475,6164433,900
2015,9,JUNE,364514,79NR7827,150
2015,9,JUNE,417275,5178006,465
2015,9,JUNE,418043,70115254,120
2015,11,AUGUST,17911,74740113,528
2015,11,AUGUST,30589,6120017,16
2015,11,AUGUST,49070,6161634,1344
2015,11,AUGUST,200002,4130014,140
2015,11,AUGUST,200002,5110057,100
2015,11,AUGUST,200002,6162010,98
2015,11,AUGUST,200002,10110220,72
2015,11,AUGUST,200002,10120002,45
2015,11,AUGUST,200311,2115040,38080
2015,11,AUGUST,200362,6160339,108
2015,11,AUGUST,200362,6161054,48
2015,11,AUGUST,200373,6159206,375
2015,11,AUGUST,200515,79NR7797,500
2015,11,AUGUST,200587,6164412,220
2015,11,AUGUST,200596,6168302,243
2015,11,AUGUST,200620,6156053,378
2015,11,AUGUST,200627,1127044,190
2015,11,AUGUST,200633,7160216,51
2015,11,AUGUST,200679,4127045,1008
2015,11,AUGUST,200722,79NR9586,50
2015,11,AUGUST,455075,6166222,255
2015,11,AUGUST,751650,4120046,430
2015,12,SEPTEMBER,67230,10140032,56
2015,12,SEPTEMBER,421254,4126024,1550
2015,12,SEPTEMBER,18479,6160041,25
2015,12,SEPTEMBER,41308,10140004,10
2015,12,SEPTEMBER,48249,9160014,99
2015,12,SEPTEMBER,76005,9150822,280
2015,12,SEPTEMBER,187101,4130094,136
2015,12,SEPTEMBER,200002,6160480,39
2015,12,SEPTEMBER,200002,6163610,50
2015,12,SEPTEMBER,200002,6168038,60
2015,12,SEPTEMBER,200362,6160330,1188
2015,12,SEPTEMBER,200362,6160446,132
2015,12,SEPTEMBER,200362,80807589,165
2015,12,SEPTEMBER,200515,79BL0920,48
2015,1,OCTOBER,200002,6160180,200
2015,1,OCTOBER,200002,6160250,115
2015,1,OCTOBER,200311,2115018,82876
2015,1,OCTOBER,200362,6160308,240
2015,1,OCTOBER,200362,6160599,918
2015,1,OCTOBER,200362,6167322,378
2015,1,OCTOBER,200362,6167364,420
2015,1,OCTOBER,200515,79NR0365,900
2015,1,OCTOBER,200627,1120210,8183
2015,1,OCTOBER,201129,7160141,216
2015,1,OCTOBER,201129,7160306,1260
2015,1,OCTOBER,455075,6160300,12
2015,1,OCTOBER,455075,6160318,170
2015,1,OCTOBER,455075,6168068,24
2015,1,OCTOBER,500527,1120055,10360
2015,1,OCTOBER,633203,9110103,80
2015,1,OCTOBER,751650,4120005,330
2015,2,NOVEMBER,192801,6110141,64
2015,2,NOVEMBER,192801,6110153,180
2015,2,NOVEMBER,195736,5110059,300
2015,2,NOVEMBER,277875,70119732,120
2015,2,NOVEMBER,277875,79NR0025,100
2015,2,NOVEMBER,364514,79NR1526,50
2015,2,NOVEMBER,370467,6166211,12
2015,2,NOVEMBER,421254,4126021,75
2015,2,NOVEMBER,421254,4126023,160
2015,2,NOVEMBER,447495,10130035,1320
2015,2,NOVEMBER,7347,7160084,100
2015,2,NOVEMBER,17911,70114074,468
2015,2,NOVEMBER,17911,70115674,480
2015,2,NOVEMBER,17911,70118904,672
2015,2,NOVEMBER,33379,9150139,936
2015,2,NOVEMBER,74018,1126000,700
2015,2,NOVEMBER,200002,6120004,144
2015,2,NOVEMBER,200299,7161404,360
2015,1,OCTOBER,201129,7161207,480
2015,1,OCTOBER,201160,7168180,703
2015,1,OCTOBER,201160,7168206,1300
2015,1,OCTOBER,455075,6168067,48
2015,1,OCTOBER,501084,5130056,20
2015,2,NOVEMBER,86579,4116010,360
2015,2,NOVEMBER,192801,6110012,78
2015,2,NOVEMBER,192801,6110140,132
2015,2,NOVEMBER,294773,2115050,144
2015,2,NOVEMBER,364514,79NR7827,50
2015,2,NOVEMBER,418043,74744413,1344
2015,2,NOVEMBER,418043,76761666,72
2015,2,NOVEMBER,187101,6160564,210
2015,2,NOVEMBER,200002,6163234,18
2015,2,NOVEMBER,200362,6167364,140
2015,2,NOVEMBER,200515,79NR0365,200
2015,2,NOVEMBER,200627,1120014,17664
2015,2,NOVEMBER,751650,4120026,128
2015,2,NOVEMBER,751650,4125005,20
2015,2,NOVEMBER,67230,10110092,180
2015,2,NOVEMBER,74425,6159176,5310
2015,2,NOVEMBER,74425,6159182,50
2015,2,NOVEMBER,74425,6159187,60
2015,2,NOVEMBER,192801,6110148,68
2015,2,NOVEMBER,192801,6110152,92
2015,2,NOVEMBER,256622,10120018,330
2015,2,NOVEMBER,277875,74743063,1584
2015,2,NOVEMBER,277875,78780454,60
2015,2,NOVEMBER,356874,4120013,1042
2015,2,NOVEMBER,356892,4125036,2000
2015,2,NOVEMBER,364514,79BL1160,36
2015,2,NOVEMBER,364514,79BL1270,272
2015,2,NOVEMBER,364514,79CN0055,200
2015,2,NOVEMBER,364514,79CN0726,25
2015,2,NOVEMBER,418043,70110944,2400
2015,1,OCTOBER,200636,4127013,620
2015,1,OCTOBER,200728,6160275,220
2015,1,OCTOBER,200730,6183627,25
2015,1,OCTOBER,201139,6161627,15
2015,1,OCTOBER,501084,6150142,0
